"trial","subject_id","net","vignette","response_1","response_2","response_3","discrete_response_1","discrete_response_2","discrete_response_3","truth","discrete_answer","raw_err1","raw_err2","raw_err3","err1","err2","err3","overestimate","discrete_correct_1","discrete_correct_2","discrete_correct_3","abs_chg_err","chg_err","acc1","acc2","acc3"
20,1000,"Social",1.2,75,60,60,"B","B","B",0.5,"A",74.5,59.5,59.5,74.5,59.5,59.5,TRUE,FALSE,FALSE,FALSE,15,-15,-74.5,-59.5,-59.5
20,1151,"Social",1.2,70,65,50,"B","B","B",0.5,"A",69.5,64.5,49.5,69.5,64.5,49.5,TRUE,FALSE,FALSE,FALSE,20,-20,-69.5,-64.5,-49.5
21,723,"Social",1.2,20,15,10,"A","A","A",0.5,"A",19.5,14.5,9.5,19.5,14.5,9.5,TRUE,TRUE,TRUE,TRUE,10,-10,-19.5,-14.5,-9.5
21,1178,"Social",1.2,10,10,10,"B","B","B",0.5,"A",9.5,9.5,9.5,9.5,9.5,9.5,TRUE,FALSE,FALSE,FALSE,0,0,-9.5,-9.5,-9.5
21,1004,"Social",1.2,15,15,15,"A","A","A",0.5,"A",14.5,14.5,14.5,14.5,14.5,14.5,TRUE,TRUE,TRUE,TRUE,0,0,-14.5,-14.5,-14.5
21,2229,"Social",1.2,20,5,5,"A","A","A",0.5,"A",19.5,4.5,4.5,19.5,4.5,4.5,TRUE,TRUE,TRUE,TRUE,15,-15,-19.5,-4.5,-4.5
21,1666,"Social",1.2,1,5,5,"B","B","B",0.5,"A",0.5,4.5,4.5,0.5,4.5,4.5,TRUE,FALSE,FALSE,FALSE,4,4,-0.5,-4.5,-4.5
21,77,"Social",1.2,5,4,5,"A","A","A",0.5,"A",4.5,3.5,4.5,4.5,3.5,4.5,TRUE,TRUE,TRUE,TRUE,0,0,-4.5,-3.5,-4.5
21,704,"Social",1.2,20,1.3,13,"A","A","B",0.5,"A",19.5,0.8,12.5,19.5,0.8,12.5,TRUE,TRUE,TRUE,FALSE,7,-7,-19.5,-0.8,-12.5
21,1563,"Social",1.2,8,10,8,"A","A","A",0.5,"A",7.5,9.5,7.5,7.5,9.5,7.5,TRUE,TRUE,TRUE,TRUE,0,0,-7.5,-9.5,-7.5
21,111,"Social",1.2,16,16,16,"A","A","A",0.5,"A",15.5,15.5,15.5,15.5,15.5,15.5,TRUE,TRUE,TRUE,TRUE,0,0,-15.5,-15.5,-15.5
21,837,"Social",1.2,15,15,0,"A","A","A",0.5,"A",14.5,14.5,-0.5,14.5,14.5,0.5,TRUE,TRUE,TRUE,TRUE,14,-14,-14.5,-14.5,-0.5
21,2246,"Social",1.2,49,25,20,"B","A","B",0.5,"A",48.5,24.5,19.5,48.5,24.5,19.5,TRUE,FALSE,TRUE,FALSE,29,-29,-48.5,-24.5,-19.5
21,872,"Social",1.2,NA,15,NA,NA,"B",NA,0.5,"A",NA,14.5,NA,NA,14.5,NA,NA,NA,FALSE,NA,NA,NA,NA,-14.5,NA
21,1813,"Social",1.2,10,8,10,"A","A","A",0.5,"A",9.5,7.5,9.5,9.5,7.5,9.5,TRUE,TRUE,TRUE,TRUE,0,0,-9.5,-7.5,-9.5
21,2120,"Social",1.2,20,20,20,"B","B","B",0.5,"A",19.5,19.5,19.5,19.5,19.5,19.5,TRUE,FALSE,FALSE,FALSE,0,0,-19.5,-19.5,-19.5
21,23,"Social",1.2,12,12,12,"B","A","B",0.5,"A",11.5,11.5,11.5,11.5,11.5,11.5,TRUE,FALSE,TRUE,FALSE,0,0,-11.5,-11.5,-11.5
21,256,"Social",1.2,15,7,7,"A","A","A",0.5,"A",14.5,6.5,6.5,14.5,6.5,6.5,TRUE,TRUE,TRUE,TRUE,8,-8,-14.5,-6.5,-6.5
21,418,"Social",1.2,1,5,3,"A","A","A",0.5,"A",0.5,4.5,2.5,0.5,4.5,2.5,TRUE,TRUE,TRUE,TRUE,2,2,-0.5,-4.5,-2.5
21,714,"Social",1.2,8,9,9,"B","B","A",0.5,"A",7.5,8.5,8.5,7.5,8.5,8.5,TRUE,FALSE,FALSE,TRUE,1,1,-7.5,-8.5,-8.5
21,1173,"Social",1.2,15,16,16,"B","B","B",0.5,"A",14.5,15.5,15.5,14.5,15.5,15.5,TRUE,FALSE,FALSE,FALSE,1,1,-14.5,-15.5,-15.5
21,1046,"Social",1.2,15,15,15,"B","B","B",0.5,"A",14.5,14.5,14.5,14.5,14.5,14.5,TRUE,FALSE,FALSE,FALSE,0,0,-14.5,-14.5,-14.5
21,1188,"Social",1.2,10,8,8,"A","A","A",0.5,"A",9.5,7.5,7.5,9.5,7.5,7.5,TRUE,TRUE,TRUE,TRUE,2,-2,-9.5,-7.5,-7.5
21,56,"Social",1.2,20,5,5,"A","A","A",0.5,"A",19.5,4.5,4.5,19.5,4.5,4.5,TRUE,TRUE,TRUE,TRUE,15,-15,-19.5,-4.5,-4.5
21,2209,"Social",1.2,16,16,16,"B","B","B",0.5,"A",15.5,15.5,15.5,15.5,15.5,15.5,TRUE,FALSE,FALSE,FALSE,0,0,-15.5,-15.5,-15.5
21,227,"Social",1.2,10,8,8,"B","B","B",0.5,"A",9.5,7.5,7.5,9.5,7.5,7.5,TRUE,FALSE,FALSE,FALSE,2,-2,-9.5,-7.5,-7.5
21,483,"Social",1.2,1,1,12,"A","A","B",0.5,"A",0.5,0.5,11.5,0.5,0.5,11.5,TRUE,TRUE,TRUE,FALSE,11,11,-0.5,-0.5,-11.5
21,1170,"Social",1.2,40,1,14,"B","A","B",0.5,"A",39.5,0.5,13.5,39.5,0.5,13.5,TRUE,FALSE,TRUE,FALSE,26,-26,-39.5,-0.5,-13.5
21,340,"Social",1.2,12,15,14,"A","A","A",0.5,"A",11.5,14.5,13.5,11.5,14.5,13.5,TRUE,TRUE,TRUE,TRUE,2,2,-11.5,-14.5,-13.5
21,1602,"Social",1.2,NA,25,25,NA,"B","B",0.5,"A",NA,24.5,24.5,NA,24.5,24.5,NA,NA,FALSE,FALSE,NA,NA,NA,-24.5,-24.5
21,441,"Social",1.2,13,13,13,"A","A","A",0.5,"A",12.5,12.5,12.5,12.5,12.5,12.5,TRUE,TRUE,TRUE,TRUE,0,0,-12.5,-12.5,-12.5
21,634,"Social",1.2,20,25,15,"A","B","A",0.5,"A",19.5,24.5,14.5,19.5,24.5,14.5,TRUE,TRUE,FALSE,TRUE,5,-5,-19.5,-24.5,-14.5
21,1043,"Social",1.2,1,5,3,"A","A","A",0.5,"A",0.5,4.5,2.5,0.5,4.5,2.5,TRUE,TRUE,TRUE,TRUE,2,2,-0.5,-4.5,-2.5
21,1539,"Social",1.2,50,25,20,"B","A","A",0.5,"A",49.5,24.5,19.5,49.5,24.5,19.5,TRUE,FALSE,TRUE,TRUE,30,-30,-49.5,-24.5,-19.5
21,1449,"Social",1.2,NA,10,13,NA,"B","B",0.5,"A",NA,9.5,12.5,NA,9.5,12.5,NA,NA,FALSE,FALSE,NA,NA,NA,-9.5,-12.5
21,379,"Social",1.2,25,0,0,"B","A","A",0.5,"A",24.5,-0.5,-0.5,24.5,0.5,0.5,TRUE,FALSE,TRUE,TRUE,24,-24,-24.5,-0.5,-0.5
21,1990,"Social",1.2,0,10,10,"A","A","A",0.5,"A",-0.5,9.5,9.5,0.5,9.5,9.5,FALSE,TRUE,TRUE,TRUE,9,9,-0.5,-9.5,-9.5
21,349,"Social",1.2,0,10,10,"A","A","A",0.5,"A",-0.5,9.5,9.5,0.5,9.5,9.5,FALSE,TRUE,TRUE,TRUE,9,9,-0.5,-9.5,-9.5
21,1605,"Social",1.2,25,10,10,"B","B","B",0.5,"A",24.5,9.5,9.5,24.5,9.5,9.5,TRUE,FALSE,FALSE,FALSE,15,-15,-24.5,-9.5,-9.5
21,1865,"Social",1.2,20,20,20,"B","A","A",0.5,"A",19.5,19.5,19.5,19.5,19.5,19.5,TRUE,FALSE,TRUE,TRUE,0,0,-19.5,-19.5,-19.5
21,1717,"Social",1.2,20,20,NA,"A","A",NA,0.5,"A",19.5,19.5,NA,19.5,19.5,NA,TRUE,TRUE,TRUE,NA,NA,NA,-19.5,-19.5,NA
22,1528,"Control",1.2,10,0,0,"A","A","A",0.5,"A",9.5,-0.5,-0.5,9.5,0.5,0.5,TRUE,TRUE,TRUE,TRUE,9,-9,-9.5,-0.5,-0.5
22,2167,"Control",1.2,65,65,65,"B","B","B",0.5,"A",64.5,64.5,64.5,64.5,64.5,64.5,TRUE,FALSE,FALSE,FALSE,0,0,-64.5,-64.5,-64.5
22,1183,"Control",1.2,10,10,15,"A","A","A",0.5,"A",9.5,9.5,14.5,9.5,9.5,14.5,TRUE,TRUE,TRUE,TRUE,5,5,-9.5,-9.5,-14.5
22,173,"Control",1.2,25,50,75,"B","B","B",0.5,"A",24.5,49.5,74.5,24.5,49.5,74.5,TRUE,FALSE,FALSE,FALSE,50,50,-24.5,-49.5,-74.5
22,67,"Control",1.2,5,1,1,"A","A","A",0.5,"A",4.5,0.5,0.5,4.5,0.5,0.5,TRUE,TRUE,TRUE,TRUE,4,-4,-4.5,-0.5,-0.5
22,284,"Control",1.2,45,78,78,"B","B","B",0.5,"A",44.5,77.5,77.5,44.5,77.5,77.5,TRUE,FALSE,FALSE,FALSE,33,33,-44.5,-77.5,-77.5
22,1335,"Control",1.2,NA,1,0,NA,"A","A",0.5,"A",NA,0.5,-0.5,NA,0.5,0.5,NA,NA,TRUE,TRUE,NA,NA,NA,-0.5,-0.5
22,302,"Control",1.2,0,5,0,"A","A","A",0.5,"A",-0.5,4.5,-0.5,0.5,4.5,0.5,FALSE,TRUE,TRUE,TRUE,0,0,-0.5,-4.5,-0.5
22,425,"Control",1.2,0,0,0,"A","A","A",0.5,"A",-0.5,-0.5,-0.5,0.5,0.5,0.5,FALSE,TRUE,TRUE,TRUE,0,0,-0.5,-0.5,-0.5
22,737,"Control",1.2,50,60,50,"B","B","B",0.5,"A",49.5,59.5,49.5,49.5,59.5,49.5,TRUE,FALSE,FALSE,FALSE,0,0,-49.5,-59.5,-49.5
22,1572,"Control",1.2,0,0,0,"A","A","A",0.5,"A",-0.5,-0.5,-0.5,0.5,0.5,0.5,FALSE,TRUE,TRUE,TRUE,0,0,-0.5,-0.5,-0.5
22,140,"Control",1.2,30,50,50,"B","A","B",0.5,"A",29.5,49.5,49.5,29.5,49.5,49.5,TRUE,FALSE,TRUE,FALSE,20,20,-29.5,-49.5,-49.5
22,523,"Control",1.2,5,5,5,"A","A","A",0.5,"A",4.5,4.5,4.5,4.5,4.5,4.5,TRUE,TRUE,TRUE,TRUE,0,0,-4.5,-4.5,-4.5
22,1339,"Control",1.2,0,10,20,"A","A","A",0.5,"A",-0.5,9.5,19.5,0.5,9.5,19.5,FALSE,TRUE,TRUE,TRUE,19,19,-0.5,-9.5,-19.5
22,103,"Control",1.2,5,10,5,"A","A","A",0.5,"A",4.5,9.5,4.5,4.5,9.5,4.5,TRUE,TRUE,TRUE,TRUE,0,0,-4.5,-9.5,-4.5
22,232,"Control",1.2,5,5,5,"B","B","B",0.5,"A",4.5,4.5,4.5,4.5,4.5,4.5,TRUE,FALSE,FALSE,FALSE,0,0,-4.5,-4.5,-4.5
22,645,"Control",1.2,15,10,10,"A","A","A",0.5,"A",14.5,9.5,9.5,14.5,9.5,9.5,TRUE,TRUE,TRUE,TRUE,5,-5,-14.5,-9.5,-9.5
22,1740,"Control",1.2,NA,NA,NA,NA,NA,NA,0.5,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,12,"Control",1.2,0,0,0,"A","A","A",0.5,"A",-0.5,-0.5,-0.5,0.5,0.5,0.5,FALSE,TRUE,TRUE,TRUE,0,0,-0.5,-0.5,-0.5
22,242,"Control",1.2,25,10,10,"A","A","A",0.5,"A",24.5,9.5,9.5,24.5,9.5,9.5,TRUE,TRUE,TRUE,TRUE,15,-15,-24.5,-9.5,-9.5
22,647,"Control",1.2,45,55,65,"B","B","B",0.5,"A",44.5,54.5,64.5,44.5,54.5,64.5,TRUE,FALSE,FALSE,FALSE,20,20,-44.5,-54.5,-64.5
22,472,"Control",1.2,2,2,2,"A","A","A",0.5,"A",1.5,1.5,1.5,1.5,1.5,1.5,TRUE,TRUE,TRUE,TRUE,0,0,-1.5,-1.5,-1.5
22,315,"Control",1.2,5,5,5,"A","A","A",0.5,"A",4.5,4.5,4.5,4.5,4.5,4.5,TRUE,TRUE,TRUE,TRUE,0,0,-4.5,-4.5,-4.5
22,1832,"Control",1.2,NA,2,1,NA,"A","A",0.5,"A",NA,1.5,0.5,NA,1.5,0.5,NA,NA,TRUE,TRUE,NA,NA,NA,-1.5,-0.5
22,1660,"Control",1.2,5,2,2,"A","A","A",0.5,"A",4.5,1.5,1.5,4.5,1.5,1.5,TRUE,TRUE,TRUE,TRUE,3,-3,-4.5,-1.5,-1.5
22,75,"Control",1.2,5,5,5,"A","A","A",0.5,"A",4.5,4.5,4.5,4.5,4.5,4.5,TRUE,TRUE,TRUE,TRUE,0,0,-4.5,-4.5,-4.5
22,292,"Control",1.2,0,0,0,"A","A","A",0.5,"A",-0.5,-0.5,-0.5,0.5,0.5,0.5,FALSE,TRUE,TRUE,TRUE,0,0,-0.5,-0.5,-0.5
22,1892,"Control",1.2,1,2,2,"A","A","A",0.5,"A",0.5,1.5,1.5,0.5,1.5,1.5,TRUE,TRUE,TRUE,TRUE,1,1,-0.5,-1.5,-1.5
22,2227,"Control",1.2,13,15,0,"B","B","A",0.5,"A",12.5,14.5,-0.5,12.5,14.5,0.5,TRUE,FALSE,FALSE,TRUE,12,-12,-12.5,-14.5,-0.5
22,387,"Control",1.2,14,1,1,"B","A","A",0.5,"A",13.5,0.5,0.5,13.5,0.5,0.5,TRUE,FALSE,TRUE,TRUE,13,-13,-13.5,-0.5,-0.5
22,163,"Control",1.2,25,20,5,"A","A","A",0.5,"A",24.5,19.5,4.5,24.5,19.5,4.5,TRUE,TRUE,TRUE,TRUE,20,-20,-24.5,-19.5,-4.5
22,2104,"Control",1.2,NA,5,5,"B","B","B",0.5,"A",NA,4.5,4.5,NA,4.5,4.5,NA,FALSE,FALSE,FALSE,NA,NA,NA,-4.5,-4.5
22,167,"Control",1.2,8,8,0,"B","B","A",0.5,"A",7.5,7.5,-0.5,7.5,7.5,0.5,TRUE,FALSE,FALSE,TRUE,7,-7,-7.5,-7.5,-0.5
22,1154,"Control",1.2,NA,15,15,NA,"A","A",0.5,"A",NA,14.5,14.5,NA,14.5,14.5,NA,NA,TRUE,TRUE,NA,NA,NA,-14.5,-14.5
22,2071,"Control",1.2,10,NA,8,"A",NA,"A",0.5,"A",9.5,NA,7.5,9.5,NA,7.5,TRUE,TRUE,NA,TRUE,2,-2,-9.5,NA,-7.5
23,817,"Social",1.2,18,18,18,"A","A","A",0.5,"A",17.5,17.5,17.5,17.5,17.5,17.5,TRUE,TRUE,TRUE,TRUE,0,0,-17.5,-17.5,-17.5
23,1287,"Social",1.2,15,15,15,"A","A","A",0.5,"A",14.5,14.5,14.5,14.5,14.5,14.5,TRUE,TRUE,TRUE,TRUE,0,0,-14.5,-14.5,-14.5
23,2226,"Social",1.2,15,20,0,"B","B","A",0.5,"A",14.5,19.5,-0.5,14.5,19.5,0.5,TRUE,FALSE,FALSE,TRUE,14,-14,-14.5,-19.5,-0.5
23,430,"Social",1.2,45,25,20,"B","B","B",0.5,"A",44.5,24.5,19.5,44.5,24.5,19.5,TRUE,FALSE,FALSE,FALSE,25,-25,-44.5,-24.5,-19.5
23,1471,"Social",1.2,10,20,10,"A","A","A",0.5,"A",9.5,19.5,9.5,9.5,19.5,9.5,TRUE,TRUE,TRUE,TRUE,0,0,-9.5,-19.5,-9.5
23,1115,"Social",1.2,25,10,10,"B","A","A",0.5,"A",24.5,9.5,9.5,24.5,9.5,9.5,TRUE,FALSE,TRUE,TRUE,15,-15,-24.5,-9.5,-9.5
23,1210,"Social",1.2,8,8,8,"A","A","A",0.5,"A",7.5,7.5,7.5,7.5,7.5,7.5,TRUE,TRUE,TRUE,TRUE,0,0,-7.5,-7.5,-7.5
23,1485,"Social",1.2,40,30,NA,"B","B",NA,0.5,"A",39.5,29.5,NA,39.5,29.5,NA,TRUE,FALSE,FALSE,NA,NA,NA,-39.5,-29.5,NA
23,859,"Social",1.2,10,14,NA,"B","B",NA,0.5,"A",9.5,13.5,NA,9.5,13.5,NA,TRUE,FALSE,FALSE,NA,NA,NA,-9.5,-13.5,NA
23,1079,"Social",1.2,10,5,0,"A","A","A",0.5,"A",9.5,4.5,-0.5,9.5,4.5,0.5,TRUE,TRUE,TRUE,TRUE,9,-9,-9.5,-4.5,-0.5
23,1748,"Social",1.2,0,3,0,"A","A","A",0.5,"A",-0.5,2.5,-0.5,0.5,2.5,0.5,FALSE,TRUE,TRUE,TRUE,0,0,-0.5,-2.5,-0.5
23,845,"Social",1.2,15,15,15,"B","B","B",0.5,"A",14.5,14.5,14.5,14.5,14.5,14.5,TRUE,FALSE,FALSE,FALSE,0,0,-14.5,-14.5,-14.5
23,1972,"Social",1.2,10,10,10,"A","A","A",0.5,"A",9.5,9.5,9.5,9.5,9.5,9.5,TRUE,TRUE,TRUE,TRUE,0,0,-9.5,-9.5,-9.5
23,7,"Social",1.2,5,5,5,"A","A","A",0.5,"A",4.5,4.5,4.5,4.5,4.5,4.5,TRUE,TRUE,TRUE,TRUE,0,0,-4.5,-4.5,-4.5
23,95,"Social",1.2,0,15,5,"B","A","A",0.5,"A",-0.5,14.5,4.5,0.5,14.5,4.5,FALSE,FALSE,TRUE,TRUE,4,4,-0.5,-14.5,-4.5
23,450,"Social",1.2,5,10,10,"A","A","A",0.5,"A",4.5,9.5,9.5,4.5,9.5,9.5,TRUE,TRUE,TRUE,TRUE,5,5,-4.5,-9.5,-9.5
23,768,"Social",1.2,5,10,5,"A","A","A",0.5,"A",4.5,9.5,4.5,4.5,9.5,4.5,TRUE,TRUE,TRUE,TRUE,0,0,-4.5,-9.5,-4.5
23,1219,"Social",1.2,14,14,14,"A","A","B",0.5,"A",13.5,13.5,13.5,13.5,13.5,13.5,TRUE,TRUE,TRUE,FALSE,0,0,-13.5,-13.5,-13.5
23,1713,"Social",1.2,15,3,3,"B","A","A",0.5,"A",14.5,2.5,2.5,14.5,2.5,2.5,TRUE,FALSE,TRUE,TRUE,12,-12,-14.5,-2.5,-2.5
23,188,"Social",1.2,20,15,15,"A","A","A",0.5,"A",19.5,14.5,14.5,19.5,14.5,14.5,TRUE,TRUE,TRUE,TRUE,5,-5,-19.5,-14.5,-14.5
23,862,"Social",1.2,20,10,10,"B","B","B",0.5,"A",19.5,9.5,9.5,19.5,9.5,9.5,TRUE,FALSE,FALSE,FALSE,10,-10,-19.5,-9.5,-9.5
23,972,"Social",1.2,NA,10,13,NA,"A","A",0.5,"A",NA,9.5,12.5,NA,9.5,12.5,NA,NA,TRUE,TRUE,NA,NA,NA,-9.5,-12.5
23,1147,"Social",1.2,20,5,6,"A","A","A",0.5,"A",19.5,4.5,5.5,19.5,4.5,5.5,TRUE,TRUE,TRUE,TRUE,14,-14,-19.5,-4.5,-5.5
23,829,"Social",1.2,20,15,15,"B","A","B",0.5,"A",19.5,14.5,14.5,19.5,14.5,14.5,TRUE,FALSE,TRUE,FALSE,5,-5,-19.5,-14.5,-14.5
23,917,"Social",1.2,5,5,5,"A","A","A",0.5,"A",4.5,4.5,4.5,4.5,4.5,4.5,TRUE,TRUE,TRUE,TRUE,0,0,-4.5,-4.5,-4.5
23,1833,"Social",1.2,15,10,10,"B","B","B",0.5,"A",14.5,9.5,9.5,14.5,9.5,9.5,TRUE,FALSE,FALSE,FALSE,5,-5,-14.5,-9.5,-9.5
23,918,"Social",1.2,20,10,30,"B","B","B",0.5,"A",19.5,9.5,29.5,19.5,9.5,29.5,TRUE,FALSE,FALSE,FALSE,10,10,-19.5,-9.5,-29.5
23,57,"Social",1.2,10,10,10,"A","A","A",0.5,"A",9.5,9.5,9.5,9.5,9.5,9.5,TRUE,TRUE,TRUE,TRUE,0,0,-9.5,-9.5,-9.5
23,277,"Social",1.2,5,20,15,"B","B","B",0.5,"A",4.5,19.5,14.5,4.5,19.5,14.5,TRUE,FALSE,FALSE,FALSE,10,10,-4.5,-19.5,-14.5
23,423,"Social",1.2,5,10,10,"A","A","A",0.5,"A",4.5,9.5,9.5,4.5,9.5,9.5,TRUE,TRUE,TRUE,TRUE,5,5,-4.5,-9.5,-9.5
23,899,"Social",1.2,25,20,10,"A","A","A",0.5,"A",24.5,19.5,9.5,24.5,19.5,9.5,TRUE,TRUE,TRUE,TRUE,15,-15,-24.5,-19.5,-9.5
23,1324,"Social",1.2,15,15,10,"A","A","A",0.5,"A",14.5,14.5,9.5,14.5,14.5,9.5,TRUE,TRUE,TRUE,TRUE,5,-5,-14.5,-14.5,-9.5
23,440,"Social",1.2,5,8,8,"A","A","A",0.5,"A",4.5,7.5,7.5,4.5,7.5,7.5,TRUE,TRUE,TRUE,TRUE,3,3,-4.5,-7.5,-7.5
23,373,"Social",1.2,10,12,12,"A","A","B",0.5,"A",9.5,11.5,11.5,9.5,11.5,11.5,TRUE,TRUE,TRUE,FALSE,2,2,-9.5,-11.5,-11.5
23,680,"Social",1.2,12,8,10,"B","A","A",0.5,"A",11.5,7.5,9.5,11.5,7.5,9.5,TRUE,FALSE,TRUE,TRUE,2,-2,-11.5,-7.5,-9.5
24,1107,"Social",1.2,75,65,30,"B","B","B",0.5,"A",74.5,64.5,29.5,74.5,64.5,29.5,TRUE,FALSE,FALSE,FALSE,45,-45,-74.5,-64.5,-29.5
24,1185,"Social",1.2,5,25,13,"B","B","B",0.5,"A",4.5,24.5,12.5,4.5,24.5,12.5,TRUE,FALSE,FALSE,FALSE,8,8,-4.5,-24.5,-12.5
24,127,"Social",1.2,10,60,30,"A","B","B",0.5,"A",9.5,59.5,29.5,9.5,59.5,29.5,TRUE,TRUE,FALSE,FALSE,20,20,-9.5,-59.5,-29.5
24,239,"Social",1.2,20,10,10,"A","A","A",0.5,"A",19.5,9.5,9.5,19.5,9.5,9.5,TRUE,TRUE,TRUE,TRUE,10,-10,-19.5,-9.5,-9.5
24,496,"Social",1.2,10,10,10,"A","A","A",0.5,"A",9.5,9.5,9.5,9.5,9.5,9.5,TRUE,TRUE,TRUE,TRUE,0,0,-9.5,-9.5,-9.5
24,719,"Social",1.2,NA,12,12,NA,"A","A",0.5,"A",NA,11.5,11.5,NA,11.5,11.5,NA,NA,TRUE,TRUE,NA,NA,NA,-11.5,-11.5
24,997,"Social",1.2,5,5,10,"A","A","A",0.5,"A",4.5,4.5,9.5,4.5,4.5,9.5,TRUE,TRUE,TRUE,TRUE,5,5,-4.5,-4.5,-9.5
24,1142,"Social",1.2,15,20,20,"B","A","B",0.5,"A",14.5,19.5,19.5,14.5,19.5,19.5,TRUE,FALSE,TRUE,FALSE,5,5,-14.5,-19.5,-19.5
24,1407,"Social",1.2,40,20,20,"A","A","A",0.5,"A",39.5,19.5,19.5,39.5,19.5,19.5,TRUE,TRUE,TRUE,TRUE,20,-20,-39.5,-19.5,-19.5
24,2163,"Social",1.2,5,10,10,"A","A","A",0.5,"A",4.5,9.5,9.5,4.5,9.5,9.5,TRUE,TRUE,TRUE,TRUE,5,5,-4.5,-9.5,-9.5
24,182,"Social",1.2,5,5,6,"A","A","A",0.5,"A",4.5,4.5,5.5,4.5,4.5,5.5,TRUE,TRUE,TRUE,TRUE,1,1,-4.5,-4.5,-5.5
24,575,"Social",1.2,15,12.5,12,"A","A","A",0.5,"A",14.5,12,11.5,14.5,12,11.5,TRUE,TRUE,TRUE,TRUE,3,-3,-14.5,-12,-11.5
24,642,"Social",1.2,5,5,5,"A","A","A",0.5,"A",4.5,4.5,4.5,4.5,4.5,4.5,TRUE,TRUE,TRUE,TRUE,0,0,-4.5,-4.5,-4.5
24,632,"Social",1.2,10,10,10,"B","A","A",0.5,"A",9.5,9.5,9.5,9.5,9.5,9.5,TRUE,FALSE,TRUE,TRUE,0,0,-9.5,-9.5,-9.5
24,161,"Social",1.2,8,6,8,"A","A","A",0.5,"A",7.5,5.5,7.5,7.5,5.5,7.5,TRUE,TRUE,TRUE,TRUE,0,0,-7.5,-5.5,-7.5
24,587,"Social",1.2,60,25,15,"B","A","A",0.5,"A",59.5,24.5,14.5,59.5,24.5,14.5,TRUE,FALSE,TRUE,TRUE,45,-45,-59.5,-24.5,-14.5
24,1613,"Social",1.2,25,20,NA,"B","B",NA,0.5,"A",24.5,19.5,NA,24.5,19.5,NA,TRUE,FALSE,FALSE,NA,NA,NA,-24.5,-19.5,NA
24,186,"Social",1.2,NA,8,8,NA,"A","A",0.5,"A",NA,7.5,7.5,NA,7.5,7.5,NA,NA,TRUE,TRUE,NA,NA,NA,-7.5,-7.5
24,176,"Social",1.2,80,80,90,"B","B","B",0.5,"A",79.5,79.5,89.5,79.5,79.5,89.5,TRUE,FALSE,FALSE,FALSE,10,10,-79.5,-79.5,-89.5
24,378,"Social",1.2,70,30,30,"B","B","A",0.5,"A",69.5,29.5,29.5,69.5,29.5,29.5,TRUE,FALSE,FALSE,TRUE,40,-40,-69.5,-29.5,-29.5
24,18,"Social",1.2,NA,5.5,30,NA,"B","B",0.5,"A",NA,5,29.5,NA,5,29.5,NA,NA,FALSE,FALSE,NA,NA,NA,-5,-29.5
24,249,"Social",1.2,20,16,15,"B","B","B",0.5,"A",19.5,15.5,14.5,19.5,15.5,14.5,TRUE,FALSE,FALSE,FALSE,5,-5,-19.5,-15.5,-14.5
24,1729,"Social",1.2,20,NA,NA,"B","B","B",0.5,"A",19.5,NA,NA,19.5,NA,NA,TRUE,FALSE,FALSE,FALSE,NA,NA,-19.5,NA,NA
24,59,"Social",1.2,4,4,4,"A","A","A",0.5,"A",3.5,3.5,3.5,3.5,3.5,3.5,TRUE,TRUE,TRUE,TRUE,0,0,-3.5,-3.5,-3.5
24,280,"Social",1.2,15,15,16,"B","B","B",0.5,"A",14.5,14.5,15.5,14.5,14.5,15.5,TRUE,FALSE,FALSE,FALSE,1,1,-14.5,-14.5,-15.5
24,524,"Social",1.2,5,1,1,"A","A","A",0.5,"A",4.5,0.5,0.5,4.5,0.5,0.5,TRUE,TRUE,TRUE,TRUE,4,-4,-4.5,-0.5,-0.5
24,1558,"Social",1.2,25,NA,15,"B",NA,"B",0.5,"A",24.5,NA,14.5,24.5,NA,14.5,TRUE,FALSE,NA,FALSE,10,-10,-24.5,NA,-14.5
24,1913,"Social",1.2,20,5,0,"A","A","A",0.5,"A",19.5,4.5,-0.5,19.5,4.5,0.5,TRUE,TRUE,TRUE,TRUE,19,-19,-19.5,-4.5,-0.5
24,1072,"Social",1.2,15,16,16,"B","B","B",0.5,"A",14.5,15.5,15.5,14.5,15.5,15.5,TRUE,FALSE,FALSE,FALSE,1,1,-14.5,-15.5,-15.5
24,1250,"Social",1.2,10,15,15,"A","B","B",0.5,"A",9.5,14.5,14.5,9.5,14.5,14.5,TRUE,TRUE,FALSE,FALSE,5,5,-9.5,-14.5,-14.5
24,1728,"Social",1.2,80,30,30,"B","A","A",0.5,"A",79.5,29.5,29.5,79.5,29.5,29.5,TRUE,FALSE,TRUE,TRUE,50,-50,-79.5,-29.5,-29.5
24,1397,"Social",1.2,1,5,10,"A","A","A",0.5,"A",0.5,4.5,9.5,0.5,4.5,9.5,TRUE,TRUE,TRUE,TRUE,9,9,-0.5,-4.5,-9.5
24,210,"Social",1.2,5,5,8,"A","A","A",0.5,"A",4.5,4.5,7.5,4.5,4.5,7.5,TRUE,TRUE,TRUE,TRUE,3,3,-4.5,-4.5,-7.5
24,126,"Social",1.2,95,25,25,"B","A","B",0.5,"A",94.5,24.5,24.5,94.5,24.5,24.5,TRUE,FALSE,TRUE,FALSE,70,-70,-94.5,-24.5,-24.5
